RETOUR	AGE	INCOME	SEX	MARRIED	FICO	OWNHOME	LOC	BUY6	BUY12	BUY18	VALUE24	COA6	fin
NON	50	50	F	1	696	0	A	0	0	0	133	0	0
NON	51	64	M	0	647	0	A	0	0	0	104	0	0
OUI	45	47	F	1	658	0	A	0	0	1	342	0	0
NON	56	38	M	1	724	0	A	0	0	0	209	0	0
NON	38	68	F	0	711	0	A	0	0	0	173	0	0
NON	40	52	M	1	663	0	A	0	0	0	213	0	0
NON	44	49	M	0	721	0	A	0	0	0	175	0	0
OUI	20	28	M	0	681	1	A	0	0	0	125	0	0
NON	50	22	F	1	677	1	A	0	0	0	157	0	0
OUI	28	68	M	0	641	0	A	0	0	0	89	0	0
NON	46	35	F	0	687	0	A	0	0	0	209	1	0
NON	37	45	F	0	686	0	A	0	0	0	152	0	0
NON	42	34	M	1	697	1	A	0	0	1	416	0	0
OUI	38	70	M	0	638	0	A	0	0	0	126	0	0
NON	45	62	M	1	706	0	A	1	1	1	452	0	0
NON	40	19	M	1	654	0	A	0	0	0	217	0	0
OUI	45	63	F	1	683	0	A	0	0	0	331	0	0
OUI	36	40	M	0	741	1	A	1	1	1	200	0	0
NON	63	69	M	1	632	1	A	0	0	1	447	1	0
NON	34	37	M	0	738	1	A	0	0	0	66	0	0
NON	47	30	F	1	713	0	A	0	0	0	184	0	0
NON	38	32	M	0	722	0	A	0	0	0	223	0	0
NON	19	63	F	0	701	0	A	0	0	0	236	0	0
NON	63	64	F	1	746	1	A	0	0	0	146	0	0
NON	45	58	M	0	714	0	A	0	0	0	137	0	0
NON	34	21	F	1	774	1	A	0	0	0	150	0	0
NON	60	34	M	1	722	0	A	1	1	1	341	0	0
NON	39	31	F	0	715	0	A	0	0	0	471	0	0
NON	45	30	F	1	734	0	A	0	0	0	211	0	0
NON	49	34	F	0	656	0	A	0	0	0	62	0	0
NON	44	38	M	0	711	1	A	0	0	0	161	0	0
NON	47	68	M	1	675	0	A	1	1	1	343	0	0
NON	32	56	F	0	680	0	A	0	0	0	127	0	0
NON	43	63	M	0	663	0	A	0	0	0	134	0	0
NON	42	37	F	1	640	0	A	0	0	0	236	0	0
NON	44	44	M	1	724	0	A	0	0	0	84	0	0
NON	38	20	M	0	646	0	A	0	0	0	182	0	0
NON	72	45	M	1	648	1	A	0	0	0	134	0	0
OUI	37	68	M	0	691	0	A	1	1	1	245	1	0
NON	59	37	F	0	650	0	A	1	1	1	277	0	0
NON	50	16	F	1	663	0	A	0	0	0	191	0	0
OUI	51	19	F	0	716	0	A	0	0	0	377	0	0
OUI	40	66	M	1	686	1	A	0	0	0	164	0	0
NON	58	72	M	1	680	0	A	0	0	1	646	0	0
NON	58	70	M	1	720	0	A	0	0	0	180	0	0
OUI	57	38	M	1	752	0	A	0	1	1	389	0	0
NON	41	82	M	1	661	0	A	1	1	1	181	0	0
NON	49	49	F	1	728	1	A	0	0	0	205	0	0
OUI	49	51	M	0	720	0	A	0	0	0	185	0	0
NON	57	61	F	1	678	1	A	0	0	0	67	0	0
NON	37	30	M	0	697	0	A	0	0	0	125	0	0
OUI	38	60	M	0	629	0	A	1	1	1	622	0	0
NON	33	58	F	0	720	0	A	0	1	1	177	0	0
NON	19	61	M	0	707	1	A	0	0	0	198	0	0
OUI	48	78	M	1	698	0	A	0	0	0	241	0	0
NON	52	39	M	1	711	0	A	0	0	0	512	0	0
NON	51	66	M	1	686	0	A	0	0	0	184	0	0
NON	39	68	M	0	682	0	A	0	0	0	229	0	0
OUI	44	50	M	0	706	0	A	0	0	0	78	0	0
NON	34	35	F	0	687	0	A	0	0	0	422	0	0
NON	37	53	F	0	704	1	A	0	0	0	195	0	0
NON	40	39	M	1	681	0	A	0	0	0	199	0	0
NON	25	70	M	0	665	0	A	0	0	0	110	1	0
NON	57	50	F	1	660	1	A	0	0	0	89	0	0
NON	47	68	M	0	727	0	A	0	0	0	118	0	0
NON	44	52	M	1	722	0	A	0	0	0	182	0	0
NON	42	24	M	1	656	1	A	0	0	0	126	0	0
OUI	36	75	M	0	675	0	A	0	0	0	98	0	0
NON	54	59	M	0	708	1	A	0	0	0	239	0	0
NON	47	33	M	0	658	0	A	0	0	0	120	1	0
NON	41	44	M	1	666	0	A	0	0	0	231	0	0
NON	48	36	M	1	635	1	A	0	0	0	124	0	0
OUI	49	30	M	1	636	0	A	0	0	1	502	0	0
NON	33	60	M	1	670	0	A	0	0	0	124	0	0
NON	30	44	M	1	642	1	A	0	0	0	67	0	0
NON	55	58	M	1	738	0	A	0	0	0	80	0	0
NON	24	52	F	0	694	1	A	0	0	0	169	0	0
NON	50	64	M	1	693	0	A	0	0	1	335	0	0
NON	52	77	M	1	693	0	A	0	0	0	165	0	0
NON	41	46	F	0	719	1	A	0	0	0	67	0	0
NON	50	61	M	1	645	1	A	0	0	0	61	0	0
NON	51	43	M	1	711	0	A	0	0	0	123	0	0
NON	45	32	F	1	691	0	A	0	0	0	89	0	0
NON	57	38	M	1	712	0	A	0	0	0	154	0	0
OUI	45	51	M	1	739	0	A	0	0	0	71	0	0
NON	43	52	F	1	696	0	A	1	1	2	514	0	0
NON	39	30	M	0	731	0	A	0	0	0	222	0	0
NON	37	31	M	0	665	0	A	0	0	0	490	0	0
NON	46	53	F	0	677	0	A	0	1	1	284	0	0
OUI	44	69	M	1	682	0	A	1	2	2	354	0	0
NON	35	57	M	0	747	1	A	0	0	0	215	0	0
NON	28	52	F	0	678	1	A	1	1	1	158	0	0
NON	42	52	F	1	661	0	A	0	0	1	496	0	0
NON	32	68	M	0	669	0	A	0	0	0	117	0	0
NON	40	71	M	1	722	0	A	0	0	0	103	0	0
NON	36	67	M	0	704	0	A	0	0	0	380	0	0
NON	56	36	M	1	698	1	A	1	1	1	314	0	0
NON	57	31	F	1	737	0	A	1	1	1	398	0	0
NON	55	49	F	1	677	0	A	1	1	1	479	0	0
NON	39	33	F	0	699	0	A	0	0	0	180	0	0
NON	49	75	M	0	729	0	A	0	0	0	254	0	0
NON	66	69	F	1	726	0	A	1	1	1	302	0	0
NON	34	22	M	0	681	0	A	0	0	0	244	0	0
OUI	49	58	M	1	694	0	A	0	0	1	420	0	0
NON	60	22	F	0	690	1	A	0	0	0	61	0	0
NON	42	68	M	1	720	0	A	0	1	1	348	0	0
NON	44	44	F	1	704	0	A	0	0	0	259	0	0
NON	32	76	M	0	686	0	A	0	0	0	202	0	0
NON	71	22	F	0	669	0	A	0	0	1	322	0	0
OUI	44	63	F	1	728	0	A	0	0	0	209	0	0
NON	63	30	F	1	701	0	A	0	0	0	77	0	0
OUI	70	60	M	1	613	1	A	0	0	0	73	0	0
NON	41	29	M	1	690	0	A	0	0	0	107	0	0
NON	53	72	F	0	702	0	A	0	0	0	227	0	0
NON	55	37	F	1	745	1	A	0	0	0	187	0	0
NON	28	58	M	1	677	1	A	0	0	0	224	0	0
NON	39	76	M	0	716	0	A	0	0	0	143	0	0
NON	47	28	M	1	721	0	A	0	0	0	169	0	0
NON	32	51	M	0	666	0	A	0	0	0	228	0	0
NON	35	73	M	0	686	0	A	0	0	0	263	0	0
NON	22	17	M	0	712	0	A	0	0	0	240	0	0
OUI	33	29	M	0	692	0	A	0	0	0	63	0	0
NON	64	44	F	1	721	1	A	0	0	0	255	0	0
OUI	40	33	M	1	734	1	A	0	0	1	463	0	0
NON	33	23	F	1	718	0	A	0	0	0	161	0	0
NON	54	59	F	1	703	0	A	0	0	0	170	1	0
NON	34	39	F	0	639	1	A	0	0	0	104	0	0
NON	46	75	M	0	691	0	A	0	0	0	146	0	0
NON	54	20	F	0	738	0	A	0	0	0	234	0	0
NON	45	22	F	1	719	0	A	1	1	2	349	0	0
NON	56	53	M	0	709	0	A	0	0	0	144	0	0
NON	41	70	F	1	676	0	A	0	0	0	92	0	0
NON	48	29	F	1	680	0	A	0	0	1	264	0	0
NON	18	40	F	0	690	1	A	0	0	0	191	0	0
NON	60	62	M	1	710	0	A	0	0	0	247	0	0
NON	20	64	M	0	623	0	A	0	0	0	85	0	0
NON	59	52	F	1	703	0	A	0	0	0	109	0	0
NON	60	34	M	1	704	1	A	0	0	0	166	0	0
NON	31	61	M	0	720	0	A	0	0	0	254	0	0
NON	42	32	M	1	668	0	A	0	0	0	132	0	0
NON	31	31	M	0	723	0	A	0	0	1	353	1	0
NON	43	72	M	0	696	0	A	1	1	1	161	0	0
NON	36	60	M	0	681	0	A	0	1	1	144	0	0
NON	47	22	F	1	659	0	A	0	0	0	171	0	0
NON	50	72	F	1	670	0	A	1	1	1	438	0	0
NON	47	44	M	0	657	1	A	0	0	0	74	0	0
OUI	27	73	F	0	683	1	A	0	0	0	169	0	0
NON	40	33	M	0	705	0	A	0	0	0	239	0	0
OUI	52	63	M	1	718	0	A	0	0	0	158	0	0
NON	47	36	M	1	661	1	A	0	0	0	210	0	0
NON	37	70	F	0	691	0	A	0	0	0	135	0	0
NON	33	57	M	0	720	0	A	0	0	0	172	0	0
NON	55	49	M	0	706	0	A	0	0	0	219	0	0
NON	55	41	M	1	713	1	A	0	0	0	86	0	0
OUI	65	39	M	1	658	1	A	0	0	1	130	0	0
NON	55	33	F	1	706	0	A	0	0	0	91	0	0
NON	50	73	M	1	691	0	A	0	0	1	130	0	0
NON	60	52	F	1	703	0	A	1	1	1	287	1	0
NON	48	66	F	0	654	0	A	1	1	2	180	0	0
NON	45	17	M	1	655	1	A	0	0	0	246	0	0
NON	51	19	M	0	697	0	A	0	0	0	156	0	0
NON	45	66	F	1	686	0	A	0	0	0	71	0	0
NON	49	42	M	1	666	0	A	1	1	2	674	0	0
NON	28	29	M	0	758	0	A	0	0	0	100	0	0
NON	35	49	F	0	700	1	A	0	0	1	311	0	0
NON	50	79	M	1	694	0	A	0	0	0	157	0	0
NON	56	84	M	1	728	0	A	0	0	0	224	0	0
NON	35	64	M	0	692	0	A	0	0	0	140	0	0
NON	74	64	M	1	702	0	A	0	0	0	103	0	0
OUI	22	52	F	1	725	0	A	0	0	0	71	0	0
NON	44	57	F	1	730	0	A	0	0	0	88	0	0
NON	54	56	M	1	709	0	A	1	1	1	192	0	0
OUI	42	24	M	0	719	0	A	0	0	0	108	0	0
NON	42	32	F	0	654	0	A	0	0	0	138	0	0
NON	53	74	M	1	690	0	A	1	1	1	289	0	0
NON	48	63	F	0	705	1	A	0	0	0	74	0	0
NON	46	71	M	1	701	0	A	0	0	0	210	0	0
OUI	18	23	F	0	692	0	A	0	0	0	90	1	0
NON	38	67	M	0	681	0	A	0	0	0	191	0	0
NON	34	34	F	0	690	0	A	0	0	0	136	0	0
NON	53	29	M	1	735	0	A	0	0	0	177	0	0
NON	28	68	F	0	682	0	A	0	0	0	147	0	0
NON	49	33	F	1	680	0	A	0	0	0	164	1	0
NON	44	68	M	1	682	0	A	1	1	1	592	0	0
NON	40	46	F	0	731	1	A	0	0	0	157	0	0
NON	61	72	M	1	728	0	A	0	0	0	137	0	0
OUI	45	75	M	0	627	0	A	0	0	0	107	0	0
NON	45	56	F	0	684	0	A	0	0	1	448	0	0
NON	47	52	F	1	710	0	A	0	0	0	227	0	0
NON	47	35	F	1	676	0	A	0	1	1	188	0	0
NON	44	37	F	1	669	0	A	0	0	1	438	0	0
NON	47	32	M	0	675	0	A	0	0	0	161	0	0
NON	52	63	M	1	676	0	A	0	0	0	239	0	0
NON	36	68	M	0	640	0	A	0	1	1	394	0	0
NON	42	67	F	1	678	0	A	0	1	2	601	0	0
NON	38	51	M	0	695	0	A	0	0	0	104	0	0
NON	35	30	M	1	729	0	A	0	0	0	204	0	0
NON	34	41	F	0	689	0	A	0	0	1	290	1	0
OUI	40	31	M	0	655	0	A	0	1	2	681	0	0
NON	29	30	F	0	667	0	A	0	0	0	216	0	0
NON	45	70	M	1	644	0	A	0	0	1	277	0	0
NON	45	33	F	1	685	0	A	0	0	0	483	0	0
NON	48	57	F	0	698	0	A	0	0	0	226	0	0
NON	62	77	M	0	704	1	A	0	0	0	198	0	0
NON	60	43	M	1	685	1	A	0	0	0	256	0	0
NON	21	23	F	1	722	0	A	0	0	0	163	1	0
NON	47	57	M	1	744	0	A	1	1	1	385	0	0
NON	44	67	M	0	723	0	A	0	0	0	211	0	0
NON	38	55	M	0	748	0	A	1	1	1	255	0	0
NON	44	36	F	0	682	0	A	0	0	0	453	1	0
NON	42	31	F	0	688	0	A	0	0	0	162	0	0
OUI	51	65	M	0	686	0	A	0	0	0	136	0	0
OUI	38	52	M	0	678	0	A	0	0	0	424	0	0
NON	37	31	M	0	687	0	A	0	0	1	349	0	0
OUI	62	54	M	0	707	0	A	1	1	1	477	0	0
NON	68	45	M	0	706	1	A	0	0	0	141	0	0
NON	45	35	F	0	695	0	A	0	0	1	239	0	0
NON	29	20	F	1	777	0	A	0	1	1	303	0	0
OUI	50	42	F	1	648	0	A	0	0	0	218	0	0
OUI	49	61	M	1	718	0	A	1	1	1	385	0	0
NON	37	35	F	0	690	0	A	0	0	0	126	0	0
NON	49	30	M	0	702	0	A	0	0	0	113	0	0
NON	49	80	M	1	727	0	A	0	1	1	520	0	0
NON	44	26	F	1	717	1	A	0	0	0	98	0	0
NON	26	17	F	0	652	0	A	1	1	2	284	0	0
NON	68	30	F	0	686	0	A	0	0	0	169	0	0
NON	53	22	F	0	709	0	A	0	0	0	140	0	0
NON	33	36	F	0	700	0	A	1	1	1	310	1	0
NON	46	74	M	1	717	0	A	0	0	1	499	0	0
NON	34	45	F	0	719	1	A	0	1	1	314	0	0
NON	31	66	F	0	604	0	A	0	0	0	255	0	0
NON	44	55	F	1	687	0	A	0	0	0	224	0	0
NON	41	25	M	1	673	0	A	0	0	0	226	0	0
NON	62	54	M	1	614	1	A	0	0	0	167	0	0
NON	32	71	F	0	687	0	A	0	0	0	143	0	0
NON	50	36	M	1	677	0	A	0	0	0	100	0	0
NON	50	31	F	1	702	0	A	0	0	0	101	0	0
OUI	31	24	F	1	695	0	A	0	0	1	354	0	0
NON	49	21	M	1	667	0	A	0	0	0	197	0	0
NON	52	63	F	0	761	0	A	0	0	0	192	0	0
NON	54	28	F	1	670	0	A	0	0	0	177	0	0
NON	32	69	M	0	673	0	A	1	1	1	509	1	0
NON	49	38	F	1	689	0	A	0	0	0	225	0	0
NON	44	67	M	1	710	0	A	0	0	1	315	0	0
NON	41	46	M	1	690	0	A	1	1	1	409	0	0
NON	30	51	M	0	686	0	A	0	0	0	133	0	0
NON	36	65	M	0	661	0	A	0	0	0	212	0	0
NON	42	35	M	1	730	0	A	0	0	1	405	0	0
OUI	62	47	F	1	679	0	A	0	0	1	459	0	0
NON	35	36	F	1	676	0	A	1	1	2	212	0	0
NON	46	54	F	0	693	0	A	1	1	1	396	0	0
OUI	66	83	M	0	677	0	A	0	0	0	85	0	0
NON	43	44	F	1	703	0	A	0	1	1	620	0	0
OUI	27	73	M	1	613	0	A	0	0	0	116	0	0
NON	43	34	M	1	722	0	A	0	0	0	63	0	0
NON	45	67	F	1	700	0	A	0	0	0	96	0	0
NON	49	16	M	1	675	0	A	0	0	0	147	0	0
NON	35	34	M	0	682	0	A	0	0	1	383	1	0
OUI	46	66	F	1	750	0	A	0	0	0	228	0	0
NON	60	69	M	1	729	0	A	0	0	0	142	0	0
NON	44	34	F	0	718	0	A	0	0	0	216	0	0
NON	52	52	M	1	686	0	A	0	0	0	156	0	0
NON	46	47	F	1	711	1	A	0	0	0	255	0	0
NON	43	55	M	0	713	0	A	0	0	0	211	0	0
NON	56	74	F	1	642	0	A	1	1	1	214	0	0
NON	56	44	M	1	652	0	A	0	0	1	495	0	0
NON	37	39	M	0	654	1	A	1	1	1	284	0	0
NON	42	24	F	1	687	0	A	0	0	1	281	0	0
NON	44	31	M	1	673	0	A	0	0	1	402	0	0
NON	38	70	M	0	637	0	A	0	0	0	99	0	0
NON	36	29	F	0	644	0	A	0	0	0	85	0	0
OUI	42	23	M	0	681	0	A	0	0	0	89	0	0
NON	47	60	M	1	710	1	A	0	0	0	421	0	0
NON	64	73	F	1	749	0	A	0	1	1	500	0	0
OUI	56	68	F	1	625	0	A	0	1	1	224	0	0
NON	48	36	M	1	687	1	A	0	0	0	114	0	0
NON	58	30	M	1	725	0	A	0	0	0	106	0	0
NON	37	72	M	0	654	0	A	0	0	0	93	0	0
NON	41	34	M	1	700	0	A	0	0	0	198	0	0
NON	55	51	F	1	706	0	A	0	0	1	283	0	0
NON	43	37	F	0	710	1	A	0	0	0	185	0	0
NON	50	29	M	0	663	0	A	0	0	0	117	0	0
NON	28	75	F	0	688	0	A	0	0	1	497	0	0
NON	34	76	M	1	696	0	A	0	0	0	85	0	0
OUI	32	20	M	0	718	0	A	0	0	0	62	0	0
NON	53	30	M	1	700	0	A	0	1	1	428	0	0
OUI	53	71	F	1	678	0	A	0	0	0	104	0	0
OUI	31	67	M	0	654	0	A	0	0	0	65	0	0
NON	45	44	F	1	647	0	A	0	1	1	223	1	0
NON	51	71	M	1	694	0	A	0	0	0	216	0	0
NON	53	47	F	1	652	1	A	0	0	0	90	0	0
NON	63	38	M	1	637	0	A	0	0	0	257	0	0
NON	51	53	F	1	691	1	A	0	0	0	248	0	0
NON	41	50	F	0	700	0	A	0	0	0	254	0	0
OUI	38	66	M	0	754	0	A	0	0	0	141	0	0
NON	45	70	F	1	705	0	A	0	0	0	179	0	0
OUI	45	43	F	1	713	0	A	1	1	1	299	0	0
NON	73	47	M	1	711	0	A	0	1	1	234	0	0
NON	35	38	M	0	625	0	A	1	2	3	884	0	0
NON	44	67	F	1	693	0	A	0	0	0	336	0	0
NON	33	37	F	0	696	0	A	0	0	0	118	0	0
NON	33	33	F	0	709	1	A	0	1	1	351	0	0
NON	48	34	M	1	666	0	A	0	0	0	156	0	0
NON	55	41	M	1	686	0	A	0	0	0	204	0	0
NON	47	31	F	1	702	0	A	0	0	0	193	0	0
OUI	47	53	F	1	718	1	A	0	0	1	155	0	0
NON	18	66	M	0	695	1	A	0	0	0	135	0	0
NON	45	68	M	1	671	0	A	0	0	0	91	0	0
NON	53	38	M	1	679	0	A	0	0	0	151	0	0
NON	29	40	F	0	693	0	A	0	0	0	118	0	0
OUI	57	64	M	0	708	0	A	0	0	0	172	0	0
NON	44	37	M	1	729	1	A	2	2	2	279	0	0
NON	32	72	F	1	659	0	A	0	0	0	258	0	0
NON	36	57	M	0	695	0	A	0	0	0	65	0	0
NON	40	32	F	1	694	0	A	0	0	0	129	0	0
NON	34	68	F	0	676	0	A	0	0	0	153	0	0
NON	38	42	F	0	721	1	A	1	1	1	298	0	0
NON	61	37	F	1	699	0	A	0	0	1	216	0	0
NON	36	40	F	0	727	0	A	1	1	1	343	0	0
NON	33	79	F	0	702	0	A	0	0	0	227	0	0
NON	41	63	M	1	672	0	A	0	0	0	109	0	0
NON	62	63	M	0	718	0	A	0	0	0	127	0	0
OUI	50	42	M	0	674	1	A	0	0	0	205	0	0
NON	60	61	M	1	709	0	A	1	1	1	363	0	0
OUI	45	46	M	1	697	0	A	1	2	2	733	0	0
NON	46	42	F	1	707	0	A	0	0	0	518	0	0
NON	65	37	M	1	719	1	A	1	1	1	264	0	0
NON	18	21	M	0	671	0	A	0	0	0	133	0	0
NON	57	50	M	1	724	0	A	0	0	0	118	0	0
OUI	40	55	F	0	692	0	A	0	0	0	107	0	0
NON	33	52	M	0	717	0	A	1	1	1	392	0	0
NON	48	38	F	1	685	0	A	1	1	1	407	0	0
NON	41	48	M	1	725	0	A	0	0	0	135	0	0
NON	47	56	F	0	701	1	A	0	0	0	112	0	0
NON	51	38	F	1	697	1	A	0	0	0	204	0	0
NON	53	47	F	1	757	1	A	0	0	0	67	0	0
NON	34	36	F	0	630	0	A	0	0	0	62	0	0
NON	46	80	M	1	740	0	A	0	0	0	154	0	0
NON	59	20	M	1	709	1	A	0	0	0	101	0	0
NON	48	42	F	0	769	0	A	1	1	1	405	0	0
NON	45	33	M	0	716	0	A	0	0	0	226	0	0
NON	37	68	M	0	683	0	A	0	0	2	473	0	0
OUI	65	53	F	1	625	1	A	0	0	1	416	0	0
OUI	26	69	M	1	695	1	A	0	0	0	166	0	0
NON	41	56	F	1	719	1	A	0	0	0	86	0	0
NON	27	49	F	1	708	1	A	0	0	0	151	0	0
NON	66	106	M	1	752	1	A	0	1	1	386	0	0
NON	37	61	M	1	729	1	A	0	0	0	247	0	0
NON	44	32	M	1	708	0	A	0	0	0	87	0	0
NON	27	60	M	0	652	1	A	0	0	0	175	0	0
NON	36	42	F	0	685	0	A	0	0	0	147	0	0
NON	33	19	M	0	707	0	A	0	0	0	158	0	0
NON	41	51	F	1	722	1	A	1	1	2	282	0	0
NON	54	51	M	1	715	0	A	0	0	0	62	0	0
NON	33	28	M	0	712	0	A	0	0	0	256	0	0
NON	57	68	F	1	718	0	A	0	1	1	240	0	0
NON	53	20	M	1	691	0	A	0	0	0	245	0	0
OUI	41	19	F	1	669	0	A	1	1	1	185	0	0
NON	58	29	M	1	689	0	A	0	0	0	175	0	0
NON	47	55	F	1	680	0	A	0	1	1	175	0	0
NON	47	71	M	1	680	0	A	0	0	0	258	0	0
NON	43	59	M	1	693	0	A	0	0	0	254	0	0
NON	52	57	M	1	715	0	A	0	0	0	195	1	0
NON	26	69	M	0	641	1	A	0	0	1	124	0	0
OUI	21	74	M	0	634	0	A	0	0	0	87	0	0
NON	45	27	F	1	718	0	A	0	1	1	355	0	0
NON	44	56	F	1	651	0	A	0	0	0	92	0	0
OUI	39	51	M	0	664	0	A	0	0	2	478	0	0
NON	51	33	F	1	665	0	A	0	0	0	170	0	0
NON	35	55	M	0	713	0	A	1	1	2	738	0	0
NON	45	71	M	1	705	0	A	0	0	0	245	0	0
NON	39	16	M	0	695	0	A	0	0	0	204	0	0
NON	54	67	M	0	739	0	A	0	0	0	339	0	0
NON	43	35	M	1	742	1	A	0	0	0	109	0	0
OUI	70	48	M	1	667	1	A	0	0	0	162	0	0
NON	41	26	M	1	666	1	A	1	1	1	504	0	0
NON	47	63	M	1	732	0	A	0	0	0	97	0	0
NON	48	48	F	0	643	1	A	0	0	0	218	0	0
NON	27	65	M	0	663	1	A	0	0	0	77	0	0
NON	50	20	M	1	678	0	A	0	0	0	124	0	0
NON	48	66	M	1	610	0	A	0	0	0	107	1	0
OUI	38	23	M	0	631	1	A	0	0	0	223	0	0
NON	75	36	F	1	659	0	A	0	0	0	92	0	0
NON	46	30	M	1	657	0	A	0	1	1	508	0	0
NON	39	30	M	0	712	0	A	0	0	1	324	0	0
NON	47	74	M	1	678	0	A	0	1	1	273	0	0
OUI	25	16	M	0	676	0	A	0	0	0	159	0	0
NON	31	27	F	0	689	1	A	0	0	0	132	0	0
NON	66	76	M	0	702	0	A	0	0	0	60	0	0
NON	43	66	F	0	693	1	A	0	0	0	164	0	0
OUI	52	37	M	0	682	0	A	0	0	0	179	0	0
NON	43	31	F	1	699	0	A	0	0	0	69	0	0
NON	40	70	M	1	687	0	A	1	1	1	172	0	0
NON	45	68	F	1	710	0	A	1	1	1	177	0	0
OUI	55	49	F	1	684	0	A	0	0	0	228	0	0
NON	45	60	F	1	695	1	A	0	0	0	138	0	0
NON	39	17	M	0	667	0	A	0	0	0	244	0	0
NON	36	47	F	0	681	1	A	1	1	1	220	0	0
NON	44	34	M	1	695	0	A	0	0	0	162	0	0
NON	28	62	F	0	722	0	A	0	0	0	84	0	0
NON	45	54	M	1	676	0	A	0	0	1	200	0	0
NON	41	65	M	1	660	0	A	1	1	1	164	0	0
NON	50	30	M	1	684	0	A	0	0	0	163	0	0
NON	32	50	M	1	671	0	A	0	0	0	74	0	0
NON	38	71	M	0	714	0	A	0	0	0	221	0	0
NON	38	70	F	1	703	0	A	0	0	0	196	0	0
OUI	24	65	F	0	644	0	A	1	1	1	331	0	0
NON	25	54	F	0	698	1	A	0	0	0	179	0	0
NON	35	29	F	0	653	0	A	0	0	0	162	0	0
NON	52	59	F	1	689	0	A	0	0	0	103	0	0
NON	44	49	F	1	701	1	A	0	0	0	243	0	0
NON	35	68	F	0	683	0	A	0	0	0	165	0	0
NON	49	75	M	1	763	0	A	0	0	0	115	0	0
NON	48	32	F	1	685	1	A	1	1	1	209	0	0
NON	45	55	M	1	687	0	A	0	0	0	184	0	0
NON	44	78	M	0	652	0	A	1	1	1	480	0	0
NON	27	47	F	0	705	1	A	1	2	2	599	0	0
NON	39	51	M	0	637	0	A	0	0	0	213	0	0
NON	31	66	M	1	703	0	A	1	2	2	752	0	0
NON	36	55	M	0	716	0	A	0	0	0	184	0	0
NON	40	68	M	1	711	0	A	0	0	1	476	0	0
NON	42	37	M	1	678	1	A	0	0	0	126	0	0
NON	44	30	M	0	698	0	A	0	0	0	251	0	0
NON	43	50	M	1	713	0	A	0	1	1	161	0	0
NON	38	45	F	0	681	1	A	0	1	1	520	0	0
OUI	56	68	M	1	685	1	A	0	0	0	183	0	0
NON	36	70	F	0	708	0	A	0	0	0	127	0	0
OUI	41	76	M	1	762	0	A	0	1	2	292	0	0
NON	52	54	M	1	685	1	A	0	0	0	265	0	0
NON	48	73	M	0	735	0	A	0	0	0	175	0	0
NON	31	42	M	0	636	1	A	0	0	0	126	0	0
OUI	26	55	M	1	728	0	A	1	1	1	404	0	0
NON	69	46	M	1	721	1	A	0	0	0	156	0	0
NON	40	46	M	1	720	0	A	0	0	0	141	0	0
NON	43	51	M	1	697	0	A	0	0	1	232	0	0
NON	33	44	F	0	712	0	A	1	1	1	449	0	0
NON	48	68	M	1	691	0	A	0	0	0	284	0	0
OUI	42	63	M	1	714	0	A	0	0	0	324	0	0
NON	44	52	F	1	710	0	A	0	1	2	340	0	0
OUI	58	68	F	1	719	0	A	0	0	0	331	0	0
NON	50	51	F	0	700	0	A	0	0	0	223	0	0
NON	71	47	M	0	724	1	A	0	0	0	140	0	0
OUI	24	41	F	0	694	0	A	0	0	0	121	0	0
NON	44	52	M	1	703	0	A	0	0	0	516	0	0
NON	49	67	F	1	684	1	A	0	0	0	110	0	0
NON	42	70	M	1	713	0	A	0	0	0	105	0	0
NON	43	48	M	1	671	0	A	0	0	0	231	0	0
NON	28	32	F	0	653	0	A	0	0	0	99	0	0
NON	38	29	M	0	658	0	A	0	0	0	252	0	0
NON	39	34	F	0	730	0	A	0	1	1	406	0	0
OUI	61	74	M	1	704	1	A	0	0	0	212	0	0
NON	40	71	F	1	654	0	A	0	0	0	229	0	0
NON	39	36	F	0	738	0	A	0	0	0	174	0	0
NON	44	80	M	0	685	0	A	0	0	0	502	0	0
NON	31	53	M	0	649	0	A	0	0	0	219	0	0
NON	45	38	M	1	734	0	A	0	0	0	206	0	0
OUI	46	51	F	1	694	0	A	0	0	0	61	0	0
NON	61	38	M	1	684	1	A	0	0	0	242	0	0
NON	47	31	F	1	697	0	A	0	0	0	74	0	0
NON	36	35	M	0	696	0	A	0	1	1	484	0	0
NON	44	55	F	1	688	0	A	0	0	0	208	0	0
OUI	42	35	M	0	691	0	A	1	1	1	328	0	0
NON	50	32	M	1	710	0	A	1	1	1	528	0	0
OUI	50	49	M	1	638	0	A	0	0	0	158	0	0
NON	41	60	F	0	630	0	A	0	0	1	165	0	0
NON	47	23	F	0	715	0	A	0	0	0	104	0	0
NON	47	72	M	1	671	0	A	0	0	0	212	0	0
NON	59	61	F	1	692	1	A	0	1	1	174	0	0
NON	50	55	F	1	641	1	A	0	0	0	215	0	0
NON	36	65	M	0	685	0	A	0	0	0	200	0	0
NON	39	55	M	0	746	0	A	0	0	0	80	0	0
NON	34	49	F	0	649	0	A	0	0	0	114	1	0
NON	34	26	M	0	712	0	A	0	0	0	222	0	0
NON	26	16	M	1	630	0	A	1	1	1	283	0	0
NON	47	42	M	1	714	0	A	0	0	0	62	0	0
NON	48	67	M	0	665	0	A	0	0	0	344	0	0
NON	47	82	F	0	714	0	A	0	0	0	67	0	0
